rank,name,sale_price,base_price,discount_rate,unit_price,rating,rating_count,rocket,benefit_text,product_url,image_url
62,"헬스헬퍼 맥스컷 프로 영양제 27g, 60정, 1개",18500,26000.0,28.0,(1정당 308원),4.5,2218,True,최대 925원 적립,https://www.coupang.com/vp/products/7381159190?itemId=23978464955&vendorItemId=90999700884&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/37822465336049-2dea5c58-41f7-4ed7-ab99-fe12d5734e65.jpg
63,"종근당건강 헬씨칸 로얄 밀크시슬, 30정, 6개",33840,96000.0,64.0,(1정당 188원),5.0,25041,True,"최대 1,692원 적립",https://www.coupang.com/vp/products/1471365225?itemId=18625229912&vendorItemId=86533357778&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/233993565549776-cdb6ab7f-5283-4e7e-a7b7-492e6e93ce9c.jpg
64,"뉴트리디데이 다이렉트 프로바이오틱스 골드 플러스 유산균, 30정, 1개",6190,19830.0,68.0,(1정당 206원),4.5,13826,True,최대 310원 적립,https://www.coupang.com/vp/products/6310743172?itemId=17521078105&vendorItemId=3000085963&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/3837835997946404-5b32b2ba-30ee-45b2-ad6a-c1cfbd276b6a.jpg
65,"내츄럴플러스 알티지 오메가3 1200, 180정, 1개",47300,52950.0,10.0,(1정당 263원),5.0,39883,True,"최대 2,365원 적립",https://www.coupang.com/vp/products/6071010112?itemId=579858973&vendorItemId=4518862314&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/6bbc/d8cc6e3b5c4129dc87204c6adc7283c6308e34fbc99f61727deb0e59c5a2.jpg
66,"고려은단 비타민C 1000 + 쇼핑백, 180정, 1개",17900,,,(1정당 99원),5.0,13154,True,최대 895원 적립,https://www.coupang.com/vp/products/1391867307?itemId=2427254860&vendorItemId=70421255509&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/3410905454467177-14bcc49b-0e5a-44c4-99ff-e5a3a3efe89b.jpg
67,"종근당건강 시원하다 전립쎈, 60정, 2개",25100,53800.0,53.0,(1정당 209원),4.5,23420,True,"최대 1,255원 적립",https://www.coupang.com/vp/products/163814880?itemId=470046385&vendorItemId=4529455827&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1768824277750946-177440e8-ccfb-4ba2-95be-291c14405a3d.jpg
68,"메가도스 비타민C 3000mg, 180g, 3개",53640,,,(10g당 993원),5.0,37099,True,"최대 2,682원 적립",https://www.coupang.com/vp/products/46208003?itemId=22892828992&vendorItemId=89927383756&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/7478002050334-3cc062fe-64d9-43a8-aa4c-42a3ebe8ea67.jpg
69,"락토핏 코어 유산균 60p, 120g, 2개",23480,28000.0,16.0,(10g당 978원),5.0,62128,True,"최대 1,174원 적립",https://www.coupang.com/vp/products/5498533952?itemId=21793283596&vendorItemId=85093993993&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/680464170480931-e80e68cc-3a17-47a4-bdd0-9745c50aeffa.jpg
70,"지큐랩 100억 생유산균 골드, 60정, 1개",24910,52500.0,52.0,(1정당 415원),5.0,13146,True,"최대 1,245원 적립",https://www.coupang.com/vp/products/8232473970?itemId=23695709478&vendorItemId=71966623886&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/3410697474262907-78b72742-0030-4e1c-b081-5ab05ccaf773.jpg
71,"락피도 철분 액상 30포, 240ml, 1개",17340,35000.0,50.0,(10ml당 723원),5.0,5740,True,최대 780원 적립,https://www.coupang.com/vp/products/7273912303?itemId=18557338120&vendorItemId=70901714196&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/dde6/f902f46ebd31a784389483d37fb59330ad6033f9c2a8dc0e00e679a363a9.jpg
72,"락토핏 솔루션 2 예민한 장, 50정, 1개",24110,26880.0,10.0,(1정당 482원),5.0,4162,True,"최대 1,205원 적립",https://www.coupang.com/vp/products/6953914393?itemId=17692927372&vendorItemId=84857889944&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/9b63/a84d6c4d051dd6e4636c4c9fa0c2a71e32561d895440b275b999bed86ffe.jpg
73,"뉴트리디데이 프리미엄 칼슘 마그네슘 아연 비타민D, 90정, 2개",18900,67200.0,71.0,(1정당 105원),5.0,58165,True,최대 945원 적립,https://www.coupang.com/vp/products/7663082990?itemId=20420784536&vendorItemId=70651265203&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/2e7f/e1f912ef65a3c7a7c65eaded0dea75e68d9309a72d8824c614f00b362911.jpg
74,"한국야쿠르트 프로바이오틱스 유산균, 120g, 1개",18100,33300.0,45.0,"(10g당 1,508원)",5.0,3837,True,최대 860원 적립,https://www.coupang.com/vp/products/6563971282?itemId=14707691189&vendorItemId=81948460096&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/1025_amir_coupang_oct_80k/f2f1/02324d9fa0de14e4e6251479a3199865fd6b89c181b0c6aa49c1332c429c.jpg
75,"프롬바이오 위건강엔 매스틱X2, 56g, 1개",22990,45000.0,48.0,"(10g당 4,105원)",4.5,3568,True,"최대 1,035원 적립",https://www.coupang.com/vp/products/7783466478?itemId=21041384145&vendorItemId=88104125443&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/61759299674355-2490dab8-2403-4688-b584-f6b8aae3b8ca.jpg
76,"콴첼 MSM, 120정, 1개",19630,40500.0,51.0,(1정당 164원),5.0,10392,True,최대 981원 적립,https://www.coupang.com/vp/products/7645443440?itemId=20537001383&vendorItemId=87613699253&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1060948804772265-1f265e8c-9f92-4fb3-a81f-c035350f84ac.jpg
77,"드시모네 유아용 프로바이오틱스 베이비스텝1 30포, 30g, 1박스",27000,34000.0,20.0,"(10g당 9,000원)",5.0,606,True,"최대 1,342원 적립",https://www.coupang.com/vp/products/7605219575?itemId=20128427121&vendorItemId=87222580831&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/rs_quotation_api/kfgaewwd/3255c2c8476e420286f8f31a7128210b.jpg
78,"프로메가 오메가3 트리플, 60정, 6개",59000,125400.0,52.0,(1정당 164원),5.0,96765,True,"최대 2,950원 적립",https://www.coupang.com/vp/products/6586372374?itemId=19081004126&vendorItemId=86203377886&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/222286394805770-0f6b6847-949e-4601-888c-fbc677ab6a2d.jpg
79,"뉴트립 릴렉스 테아닌 800 mg, 30정, 1개",11900,,,(1정당 397원),4.5,4010,True,최대 595원 적립,https://www.coupang.com/vp/products/5994386770?itemId=10832538347&vendorItemId=78112581004&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/5889/be7976bc4c8bdbf71510a45dc9d20aca2c35a5415e4178d146f38b38b669.jpg
80,"종근당건강 시원하다 전립쎈, 60정, 1개",12550,26900.0,53.0,(1정당 209원),4.5,23420,True,최대 628원 적립,https://www.coupang.com/vp/products/163814880?itemId=470046377&vendorItemId=3059898330&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/1025_amir_coupang_oct_80k/3cc3/eddabb73f8bfb2226522854b5e21f1b6ab12dccac5d13263874f1c94e20a.jpg
81,"비타민마을 와이즈 칼륨, 120정, 1개",14900,24900.0,40.0,(1정당 124원),5.0,4726,True,최대 745원 적립,https://www.coupang.com/vp/products/7413539890?itemId=18876873262&vendorItemId=87356790198&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/c03d/b7011581e76c04b0e15fb8c64109a0b1b2785e8ddc8722bacd4158981dd9.jpg
82,"뉴트리디데이 프리미엄 쏘팔메토 골드, 90정, 1개",15900,26500.0,40.0,(1정당 177원),4.5,17497,True,최대 795원 적립,https://www.coupang.com/vp/products/7970291288?itemId=21308627287&vendorItemId=4644300261&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/1c69/71fcb8aa823d21a0ac603091846023254c955bef8b3cddd7892067344506.jpg
83,"닥터린 초임계 알티지 오메가3 알파 30.21g, 30정, 1개",9900,12300.0,19.0,(1정당 330원),5.0,28886,True,최대 495원 적립,https://www.coupang.com/vp/products/8230302231?itemId=23686191161&vendorItemId=91176700839&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2617889433902-e497193c-14f4-4431-ad92-499deca71f9f.jpg
84,"소우코우 이소비텍신 와사비잎 추출물 다이어트 식품 14p, 14정, 2개",104400,386400.0,72.0,"(1정당 3,729원)",3.5,3915,True,"최대 5,115원 적립",https://www.coupang.com/vp/products/8337736795?itemId=25665778986&vendorItemId=92548041375&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/510607798329869-9325c41f-13e4-4c8f-980e-5e0ce0f94548.jpg
85,"비오비타 배배 유아 유산균, 60회분, 1개",24000,57000.0,57.0,(1정당 400원),5.0,15240,True,"최대 1,200원 적립",https://www.coupang.com/vp/products/7185633375?itemId=3090128836&vendorItemId=71077964088&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/330445655658067-91adc691-9da0-4a48-805f-49154760d55c.jpg
86,"뉴트리디데이 프리미엄 비타민C 1000 골드, 150정, 1개",11900,29600.0,59.0,(1정당 79원),5.0,1715,True,최대 595원 적립,https://www.coupang.com/vp/products/7830427593?itemId=21295354498&vendorItemId=73562244716&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/1025_amir_coupang_oct_80k/1979/e954d3693edc3c919298b673444ebb96205cb7e6c5863f98192a3835dc97.jpg
87,"세노비스 키즈 프로폴리스 스프레이, 25ml, 1개",10200,16000.0,36.0,"(10ml당 4,080원)",5.0,9394,True,최대 510원 적립,https://www.coupang.com/vp/products/5857116680?itemId=110382114&vendorItemId=3215264752&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/298846659716415-6bfbb2a7-27ca-495d-acf9-b33e7cdcc467.jpg
88,"일양약품 프라임 종합비타민 미네랄 플러스, 180정, 2개",23750,,,(1정당 66원),4.5,18432,True,"최대 1,188원 적립",https://www.coupang.com/vp/products/226828904?itemId=5062779124&vendorItemId=85002184640&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/1025_amir_coupang_oct_80k/e5fa/f4f080471ffdd7ad9ccda2eb365379fe6a486ee6e4973ae0813f12bfc602.jpg
89,"푸드올로지 톡스올로지 클렌즈 비움, 450ml, 1개",27200,48000.0,43.0,(10ml당 604원),4.5,7102,True,"최대 1,360원 적립",https://www.coupang.com/vp/products/8402637624?itemId=24037300005&vendorItemId=92634786355&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/c18c/aba4e4156a3a4177eb00a9bc367649ca53757f125341dfffb4db3dd31695.jpg
90,"뉴트리디데이 rTG 알티지 오메가3 골드, 90정, 1개",18900,31500.0,40.0,(1정당 210원),5.0,30425,True,최대 945원 적립,https://www.coupang.com/vp/products/7052204562?itemId=9078132366&vendorItemId=71901560304&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/1025_amir_coupang_oct_80k/6976/53a0c2bbe7bb6825c551d434997b05e12ed2ef583d74a22b42ee72190459.jpg
91,"종근당건강 키즈 멀티비타민 미네랄, 60정, 1개",14900,,,(1정당 248원),5.0,24677,True,최대 745원 적립,https://www.coupang.com/vp/products/7790288634?itemId=21074841277&vendorItemId=3004918067&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/1025_amir_coupang_oct_80k/a770/bc8810b6067f4d902f2fcc4051b59426fb2ddfd9aed5489d3a999e52b6fd.jpg
92,"뉴트리디데이 다이어트 칼로리 스피드컷, 112정, 1개",8900,14830.0,39.0,(1정당 79원),4.5,8314,True,최대 445원 적립,https://www.coupang.com/vp/products/7273919365?itemId=18557372518&vendorItemId=4164047163&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/63a7/6fc2481d78343b857002bbf17f2bd9ce890bc9fdeb9d6f5409fb070bb66f.jpg
93,"동화약품 식후 혈당 케어 관리 조절 바나바잎 추출물 코로솔산 플러스 크롬, 60정, 2개",17910,30000.0,40.0,(1정당 149원),4.5,3620,True,최대 895원 적립,https://www.coupang.com/vp/products/7273330835?itemId=18554874746&vendorItemId=85692680958&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/84ee/836536fbd2b8315cfa3b4838d7ffcc88393933f7b226b6579a2bc1187164.jpg
94,"솔가 아연 50, 100정, 1개",18210,40000.0,54.0,(1정당 182원),5.0,6906,True,최대 910원 적립,https://www.coupang.com/vp/products/6215299433?itemId=1184751&vendorItemId=3001141888&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/1025_amir_coupang_oct_80k/b140/9a88c851dc4bee51d8dda249ee6613455d899863318a7a14eb801d8ddfdd.jpg
95,"일양약품 프라임 칼슘 마그네슘 비타민D 아연, 180정, 1개",10830,12500.0,13.0,(1정당 60원),4.5,1953,True,최대 541원 적립,https://www.coupang.com/vp/products/7350690435?itemId=18914739035&vendorItemId=86042003794&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/1025_amir_coupang_oct_80k/43cc/228f426ce3964a38d86ec2a8f9d87b6162aabf2860e36a08ad889ccd2410.jpg
96,"솔가 엽산 800, 100정, 41g, 1개",17640,38000.0,53.0,(1정당 176원),5.0,1187,True,최대 882원 적립,https://www.coupang.com/vp/products/1795733160?itemId=3054998762&vendorItemId=71042998958&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/1025_amir_coupang_oct_80k/98ec/d86a0dd8676668ea604f09ed37bdb47619215d129e8e786f64be7c3e2692.jpg
97,"뉴트리디데이 다이렉트 프로바이오틱스 골드 플러스 유산균, 30정, 4개",22260,72660.0,69.0,(1정당 186원),4.5,13826,True,"최대 1,113원 적립",https://www.coupang.com/vp/products/6310743172?itemId=18172924016&vendorItemId=3000249546&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1505265536263043-0cf4d2e3-45e2-471a-9fca-acef28ecad09.jpg
98,"이너랩 액티브 비타민B, 60정, 1개",10900,22000.0,50.0,(1정당 182원),5.0,8877,True,최대 545원 적립,https://www.coupang.com/vp/products/7621461309?itemId=20207259237&vendorItemId=80024427790&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/3654154869012897-8e002a4c-30d9-405e-8329-76cac4d690b5.jpg
99,"베베모린 뽀롱뽀롱 뽀로로 복숭아맛 비타민C, 50정, 4개",7820,8000.0,2.0,(1정당 39원),5.0,10439,True,최대 391원 적립,https://www.coupang.com/vp/products/5592286985?itemId=7135742673&vendorItemId=87297273459&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/83202307375018-8edb9306-214c-457c-a4a9-f3ab98224b61.jpg
100,"종근당 철분 엽산 비타민D 플러스, 60정, 2개",20040,21150.0,5.0,(1정당 167원),5.0,16078,True,"최대 1,002원 적립",https://www.coupang.com/vp/products/135186688?itemId=2460413989&vendorItemId=70453927859&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/349748184047283-8f91a36e-6c95-4fae-b3e6-1a5adc27d5fa.jpg
101,"아이클리어 루테인지아잔틴, 30정, 3개",23720,50700.0,53.0,(1정당 264원),5.0,13264,True,"최대 1,186원 적립",https://www.coupang.com/vp/products/6135465893?itemId=11729749423&vendorItemId=79003716257&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/0365/b911cb2fa216640df6e7d7cbd9f5ef5f8ce2f6e3ba2b8a5d958d26f3224c.jpg
102,"덴프스 덴마크 유산균이야기 프로, 60정, 1개",28210,92000.0,69.0,(1정당 470원),5.0,393,True,"최대 1,325원 적립",https://www.coupang.com/vp/products/7510979869?itemId=19680028176&vendorItemId=86785423125&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/ec82/7e0390fd7d18bc1cff830fe512fe98fc6caf1eef98438e25b6df575a67b9.jpg
103,"종근당건강 헬씨칸 밀크씨슬 로얄, 30정, 2개",12280,32000.0,61.0,(1정당 205원),5.0,25041,True,최대 614원 적립,https://www.coupang.com/vp/products/1471365225?itemId=7248143221&vendorItemId=85760836875&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/324900547324443-f5bf8c27-3138-49d3-ace1-69808c75750f.jpg
104,"닥터린 하이퍼셀 알티지 rTG 오메가3 알파, 30정, 1개",14500,,,(1정당 483원),4.5,3131,True,최대 725원 적립,https://www.coupang.com/vp/products/8349288599?itemId=24119489267&vendorItemId=91138698246&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/6e89/3636f8cdb0d405a0dff129104d965a2dfd7cdd11c54f7454a083df4c14c5.jpg
105,"뉴트리디데이 프리미엄 프로폴리스 스프레이, 30ml, 1개",7900,14830.0,46.0,"(10ml당 2,633원)",4.5,6528,True,최대 395원 적립,https://www.coupang.com/vp/products/9035524?itemId=39612425&vendorItemId=3059608392&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/294997053904184-734d4ebb-9222-4c64-8b86-49b7f48fcb47.jpg
106,"대상웰라이프 올인원 이뮨 비타 멀티팩, 28회분, 1개",31590,50000.0,36.0,"(1정당 1,128원)",5.0,1949,True,"최대 1,500원 적립",https://www.coupang.com/vp/products/7563887642?itemId=19933361911&vendorItemId=87029423180&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1829723564039796-d5e7b911-c1cc-4636-9057-d61690f67a7b.jpg
